,accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/__trial_index__,config/augmentation,config/balanced_batch,config/batch_size,config/beta_loss,config/drop_rate,config/image_size,config/lr,config/optimizer,config/with_features,logdir
87,0.914000,32.676880,False,,,83,a49e064151f34a48a6c472d717f93092,2021-11-12_05-33-23,1636706003,2730.534797,1418360,deeptime,172.17.28.76,2730.534797,0,83,ae3c43b4,2,False,True,45,0.019375,0.200000,21,0.000345,LARS,True,/home/rvidal/hyperparameter_tuning/CE/id_ae3c43b4
88,0.912000,32.016701,False,,,94,fef5318fb3c445c9a559ba043589ccff,2021-11-12_05-47-13,1636706833,3034.630100,1422333,deeptime,172.17.28.76,3034.630100,0,94,d3e46a9c,3,False,True,45,0.019375,0.200000,21,0.000345,LARS,True,/home/rvidal/hyperparameter_tuning/CE/id_d3e46a9c
89,0.904000,32.206493,False,,,58,ddecc0124bc148a5b82bda1262d814c5,2021-11-12_06-43-04,1636710184,1892.493451,1455774,deeptime,172.17.28.76,1892.493451,0,58,0d4fc686,4,False,True,45,0.019375,0.200000,21,0.000345,LARS,True,/home/rvidal/hyperparameter_tuning/CE/id_0d4fc686
90,0.910000,41.025078,False,,,64,f0dc6cc069d94a8881921e2dc3e7bafc,2021-11-12_07-08-18,1636711698,2616.736078,1462156,deeptime,172.17.28.76,2616.736078,0,64,836ebd90,0,False,False,30,0.000210,0.200000,21,0.000183,LARS,True,/home/rvidal/hyperparameter_tuning/CE/id_836ebd90
91,0.910000,42.821410,False,,,58,880030964d1e44d89dd221e2c5ea0698,2021-11-12_08-02-32,1636714952,2497.812510,1484921,deeptime,172.17.28.76,2497.812510,0,58,5a467730,1,False,False,30,0.000210,0.200000,21,0.000183,LARS,True,/home/rvidal/hyperparameter_tuning/CE/id_5a467730
92,0.900000,41.666371,False,,,67,7ee6f15abcb14dbaa8c4e1728c5bea53,2021-11-12_08-40-08,1636717208,2691.481823,1497188,deeptime,172.17.28.76,2691.481823,0,67,34dcad2c,2,False,False,30,0.000210,0.200000,21,0.000183,LARS,True,/home/rvidal/hyperparameter_tuning/CE/id_34dcad2c
93,0.910000,43.214796,False,,,67,818617fb088e4ee9bece3ae0d460bd66,2021-11-12_09-40-40,1636720840,2889.191941,1517311,deeptime,172.17.28.76,2889.191941,0,67,01a5bc0a,3,False,False,30,0.000210,0.200000,21,0.000183,LARS,True,/home/rvidal/hyperparameter_tuning/CE/id_01a5bc0a
94,0.914000,38.996992,False,,,113,24a49957fcf14f07b9ca5988aecc0100,2021-11-12_10-40-45,1636724445,4475.193395,1529206,deeptime,172.17.28.76,4475.193395,0,113,00ab2b66,4,False,False,30,0.000210,0.200000,21,0.000183,LARS,True,/home/rvidal/hyperparameter_tuning/CE/id_00ab2b66
95,0.904000,66.910543,False,,,29,460c15d6e01a4579a3ff73b081595507,2021-11-12_11-02-56,1636725776,1955.690071,1552596,deeptime,172.17.28.76,1955.690071,0,29,b3b0c758,0,False,False,15,0.521599,0.800000,21,0.000720,LARS,True,/home/rvidal/hyperparameter_tuning/CE/id_b3b0c758
96,0.896000,67.846736,False,,,29,e6f664f52ed742a195e90d0f2163a15b,2021-11-12_11-57-55,1636729075,1889.435462,1569902,deeptime,172.17.28.76,1889.435462,0,29,aa88354a,1,False,False,15,0.521599,0.800000,21,0.000720,LARS,True,/home/rvidal/hyperparameter_tuning/CE/id_aa88354a
97,0.896000,67.663057,False,,,16,968c4e79e5d1474196882749aef7b2f0,2021-11-12_12-40-42,1636731642,1111.602272,1582647,deeptime,172.17.28.76,1111.602272,0,16,80d1c7a4,2,False,False,15,0.521599,0.800000,21,0.000720,LARS,True,/home/rvidal/hyperparameter_tuning/CE/id_80d1c7a4
98,0.904000,67.603570,False,,,19,328793cd1cf24df59caeb685de49c27b,2021-11-12_13-40-01,1636735201,1321.041053,1594914,deeptime,172.17.28.76,1321.041053,0,19,4a51ff98,3,False,False,15,0.521599,0.800000,21,0.000720,LARS,True,/home/rvidal/hyperparameter_tuning/CE/id_4a51ff98
99,0.904000,67.153865,False,,,43,27ce90c1185c492eb1399520ba5eeb42,2021-11-12_14-50-00,1636739400,2948.785619,1604524,deeptime,172.17.28.76,2948.785619,0,43,166b3c1e,4,False,False,15,0.521599,0.800000,21,0.000720,LARS,True,/home/rvidal/hyperparameter_tuning/CE/id_166b3c1e
100,0.950000,26.730850,False,,,31,dbd63752dd334dbdae3a63cdccf33441,2021-11-12_15-12-04,1636740724,828.936990,1617823,deeptime,172.17.28.76,828.936990,0,31,1302e5f8,0,False,False,75,1.258811,0.200000,21,0.002471,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_1302e5f8
101,0.952000,26.703940,False,,,26,74f6e70ccbfa4f1c99dc19ea8df5e992,2021-11-12_15-54-59,1636743299,698.841274,1635472,deeptime,172.17.28.76,698.841274,0,26,17b101cc,1,False,False,75,1.258811,0.200000,21,0.002471,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_17b101cc
102,0.944000,30.159905,False,,,9,6a71985ee2c145dea59b10a8e07413a2,2021-11-12_16-13-21,1636744401,273.367352,1645399,deeptime,172.17.28.76,273.367352,0,9,638e62dc,2,False,False,75,1.258811,0.200000,21,0.002471,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_638e62dc
103,0.950000,26.608036,False,,,26,2038e671cb5b4096959b71be36716680,2021-11-12_16-38-06,1636745886,699.881315,1654593,deeptime,172.17.28.76,699.881315,0,26,f1f04bfa,3,False,False,75,1.258811,0.200000,21,0.002471,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_f1f04bfa
104,0.952000,26.587482,False,,,65,b8a0568461b6403498f8468b754ea85f,2021-11-12_17-15-52,1636748152,1734.330944,1665705,deeptime,172.17.28.76,1734.330944,0,65,687e300a,4,False,False,75,1.258811,0.200000,21,0.002471,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_687e300a
105,0.922000,39.423831,False,,,31,86d1183634644f38bece5668b91d0556,2021-11-12_17-29-45,1636748985,1225.864881,1677990,deeptime,172.17.28.76,1225.864881,0,31,47643704,0,False,False,30,0.175401,0.200000,21,0.001547,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_47643704
106,0.914000,78.741462,False,,,12,7e38b4ec6e064531ab9f1522285850f1,2021-11-12_18-04-15,1636751055,961.435733,1697628,deeptime,172.17.28.76,961.435733,0,12,66eba4ba,1,False,False,30,0.175401,0.200000,21,0.001547,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_66eba4ba
107,0.918000,76.267587,False,,,21,d6cd948fd1c44da78ff5190411021b45,2021-11-12_19-13-13,1636755193,1623.238087,1731243,deeptime,172.17.28.76,1623.238087,0,21,d628ba70,2,False,False,30,0.175401,0.200000,21,0.001547,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_d628ba70
108,0.924000,77.937925,False,,,20,ee553a28cba64fa7974e10815b35af47,2021-11-12_20-01-20,1636758080,1539.822313,1761097,deeptime,172.17.28.76,1539.822313,0,20,edde1da6,3,False,False,30,0.175401,0.200000,21,0.001547,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_edde1da6
109,0.916000,76.468767,False,,,15,0ea0a02f82134c488dafe9935f58b041,2021-11-12_21-01-31,1636761691,1154.098496,1799928,deeptime,172.17.28.76,1154.098496,0,15,d86f111c,4,False,False,30,0.175401,0.200000,21,0.001547,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_d86f111c
110,0.926000,67.211760,False,,,14,a1eb24c92e24482b9c62f4f94bc4a487,2021-11-12_21-45-19,1636764319,943.899679,1822178,deeptime,172.17.28.76,943.899679,0,14,26d73ab0,0,False,False,45,7.945556,0.200000,21,0.000121,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_26d73ab0
111,0.922000,72.454754,False,,,15,c83681dad61e42598668490239418ec5,2021-11-12_22-50-24,1636768224,1066.386229,1853338,deeptime,172.17.28.76,1066.386229,0,15,c2dfa176,1,False,False,45,7.945556,0.200000,21,0.000121,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_c2dfa176
112,0.914000,70.757603,False,,,61,a4bb3060505447db84ecd7be7ec0d8cf,2021-11-13_00-19-16,1636773556,4395.566624,1868599,deeptime,172.17.28.76,4395.566624,0,61,90fd9bf0,2,False,False,45,7.945556,0.200000,21,0.000121,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_90fd9bf0
113,0.920000,68.395746,False,,,5,1e929646cff14a2ca727b7ee1a925e8a,2021-11-13_00-18-56,1636773536,360.574986,1899171,deeptime,172.17.28.76,360.574986,0,5,39f7cec0,3,False,False,45,7.945556,0.200000,21,0.000121,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_39f7cec0
114,0.922000,70.327683,False,,,18,c8cf840ee4b74a7dafff070d366bd5d7,2021-11-13_02-03-28,1636779808,1301.596087,1939282,deeptime,172.17.28.76,1301.596087,0,18,9357214c,4,False,False,45,7.945556,0.200000,21,0.000121,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_9357214c
115,0.946000,56.102064,False,,,36,d668b175f92a46afb6e24a288c5b2b9d,2021-11-13_02-17-16,1636780636,2043.004686,1939874,deeptime,172.17.28.76,2043.004686,0,36,fc86d9b2,0,False,False,75,0.759311,0.200000,21,0.004679,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_fc86d9b2
116,0.956000,56.520849,False,,,16,1a8b250884a546bd80720d2fbe527d19,2021-11-13_03-37-54,1636785474,901.183411,1990688,deeptime,172.17.28.76,901.183411,0,16,2f8f7756,1,False,False,75,0.759311,0.200000,21,0.004679,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_2f8f7756
117,0.956000,54.718326,False,,,28,6eafa93095d74196af252ee1b3aae1ac,2021-11-13_03-52-02,1636786322,1570.566607,1992225,deeptime,172.17.28.76,1570.566607,0,28,1cdef45c,2,False,False,75,0.759311,0.200000,21,0.004679,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_1cdef45c
118,0.950000,56.365428,False,,,31,c56f1966a4024e74bdce34ee0ab31e4b,2021-11-13_05-12-19,1636791139,1737.554000,2036172,deeptime,172.17.28.76,1737.554000,0,31,8657b716,3,False,False,75,0.759311,0.200000,21,0.004679,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_8657b716
119,0.948000,54.373900,False,,,53,1483254ff917491a9c0b227350517c84,2021-11-13_05-46-20,1636793180,2939.591961,2044124,deeptime,172.17.28.76,2939.591961,0,53,59d95dd8,4,False,False,75,0.759311,0.200000,21,0.004679,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_59d95dd8
120,0.940000,57.474972,False,,,24,fe4e9007cf504599af425f6190c8874c,2021-11-13_06-40-23,1636796423,1355.400896,2090039,deeptime,172.17.28.76,1355.400896,0,24,4d8b9742,0,False,False,75,1.656017,0.200000,21,0.001167,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_4d8b9742
121,0.952000,56.276474,False,,,34,0b97da37ac5f4b77bf61d3edd4f66b6c,2021-11-13_07-23-15,1636798995,1918.481604,2109664,deeptime,172.17.28.76,1918.481604,0,34,8b2178be,1,False,False,75,1.656017,0.200000,21,0.001167,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_8b2178be
122,0.938000,55.777476,False,,,4,bd1c3b14fe414e8a95a9b67d79d9b279,2021-11-13_07-49-46,1636800586,229.430525,2140846,deeptime,172.17.28.76,229.430525,0,4,38866150,2,False,False,75,1.656017,0.200000,21,0.001167,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_38866150
123,0.950000,55.308911,False,,,11,0c85f980c8c9498b85cc3428dedef02c,2021-11-13_08-38-50,1636803530,618.866298,2166210,deeptime,172.17.28.76,618.866298,0,11,dacc3ac8,3,False,False,75,1.656017,0.200000,21,0.001167,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_dacc3ac8
124,0.958000,54.776937,False,,,18,ae96d4a7762040d3b793dafa7556b41e,2021-11-13_09-11-44,1636805504,1008.164717,2181945,deeptime,172.17.28.76,1008.164717,0,18,cdf4c7e2,4,False,False,75,1.656017,0.200000,21,0.001167,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_cdf4c7e2
125,0.944000,58.968255,False,,,27,e75fe186fc004357b86ba108dfafd54f,2021-11-13_10-10-51,1636809051,1639.455829,2211140,deeptime,172.17.28.76,1639.455829,0,27,7e45d426,0,False,False,60,0.106101,0.200000,21,0.004303,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_7e45d426
126,0.954000,60.208784,False,,,34,dea82873a0784b71b331868bb75e61b5,2021-11-13_10-51-04,1636811464,2064.869424,2230710,deeptime,172.17.28.76,2064.869424,0,34,483278b0,1,False,False,60,0.106101,0.200000,21,0.004303,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_483278b0
127,0.944000,61.699870,False,,,55,cc9db3137d384eee92a6855676c24520,2021-11-13_12-17-10,1636816630,3345.394831,2268729,deeptime,172.17.28.76,3345.394831,0,55,eb0c8d06,2,False,False,60,0.106101,0.200000,21,0.004303,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_eb0c8d06
128,0.946000,62.100591,False,,,46,a360f57d3567439da2e5503994bc4423,2021-11-13_12-48-31,1636818511,2806.736058,2292157,deeptime,172.17.28.76,2806.736058,0,46,f645dcb4,3,False,False,60,0.106101,0.200000,21,0.004303,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_f645dcb4
129,0.950000,61.375877,False,,,33,e2b5506d78124f86acebc0f4d8b6bb08,2021-11-13_14-01-52,1636822912,2031.186552,2342603,deeptime,172.17.28.76,2031.186552,0,33,98b6069a,4,False,False,60,0.106101,0.200000,21,0.004303,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_98b6069a
130,0.934000,62.598425,False,,,16,f6dedb88850c4be8bef965a0321c5cf6,2021-11-13_14-17-08,1636823828,1002.148669,2359827,deeptime,172.17.28.76,1002.148669,0,16,a63e53b0,0,False,False,60,0.008466,0.200000,21,0.096408,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_a63e53b0
131,0.936000,58.913301,False,,,24,c5a65891be5f4730b17279bdbc358cd1,2021-11-13_15-38-26,1636828706,1460.746162,2397864,deeptime,172.17.28.76,1460.746162,0,24,2cef3362,1,False,False,60,0.008466,0.200000,21,0.096408,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_2cef3362
132,0.938000,61.098347,False,,,28,4445d515d562433491b515318d07da16,2021-11-13_15-57-40,1636829860,1728.741696,2405666,deeptime,172.17.28.76,1728.741696,0,28,76187f58,2,False,False,60,0.008466,0.200000,21,0.096408,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_76187f58
133,0.938000,58.573815,False,,,20,de279acdfed44aeabb9a971b31465d1c,2021-11-13_17-09-08,1636834148,1200.074563,2447692,deeptime,172.17.28.76,1200.074563,0,20,865009c0,3,False,False,60,0.008466,0.200000,21,0.096408,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_865009c0
134,0.928000,60.285511,False,,,22,ca226db5a9c248e992261f3d89ce323d,2021-11-13_17-31-37,1636835497,1342.537235,2458145,deeptime,172.17.28.76,1342.537235,0,22,bcd6d482,4,False,False,60,0.008466,0.200000,21,0.096408,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_bcd6d482
135,0.946000,58.311172,False,,,58,d9d903623a134083ada8e8ccf9eb6c91,2021-11-13_19-14-05,1636841645,3377.586156,2494703,deeptime,172.17.28.76,3377.586156,0,58,8c4104c0,0,False,False,60,0.081368,0.200000,21,0.004807,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_8c4104c0
136,0.942000,62.031113,False,,,17,7e4fbebdd45e4ec1adcd8f305fb0d9a5,2021-11-13_19-00-12,1636840812,1056.984160,2507705,deeptime,172.17.28.76,1056.984160,0,17,1fb26c68,1,False,False,60,0.081368,0.200000,21,0.004807,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_1fb26c68
137,0.948000,64.961682,False,,,8,45a2931b602744d683b180a095501e53,2021-11-13_20-26-53,1636846013,542.227209,2554854,deeptime,172.17.28.76,542.227209,0,8,9629b768,2,False,False,60,0.081368,0.200000,21,0.004807,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_9629b768
138,0.950000,59.139105,False,,,27,0db0f11c241b49fa9eb28e685a64b45f,2021-11-13_20-49-06,1636847346,1590.822566,2557146,deeptime,172.17.28.76,1590.822566,0,27,e3a67c26,3,False,False,60,0.081368,0.200000,21,0.004807,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_e3a67c26
139,0.956000,60.359016,False,,,43,80d011322d3f4e019ba002aa10e6512d,2021-11-13_22-27-53,1636853273,2659.200372,2596131,deeptime,172.17.28.76,2659.200372,0,43,8e4cfd3a,4,False,False,60,0.081368,0.200000,21,0.004807,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_8e4cfd3a
140,0.954000,54.512069,False,,,27,e3b383bed93144b49a2870dc74804126,2021-11-13_22-23-19,1636852999,1567.729021,2603134,deeptime,172.17.28.76,1567.729021,0,27,dddd2bb2,0,False,False,60,0.098895,0.200000,21,0.003083,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_dddd2bb2
141,0.956000,60.054663,False,,,18,7f76ae47dc374b70ac59dffdfd269639,2021-11-13_23-48-40,1636858120,1045.367569,2651349,deeptime,172.17.28.76,1045.367569,0,18,c4e388d4,1,False,False,60,0.098895,0.200000,21,0.003083,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_c4e388d4
142,0.948000,61.277422,False,,,27,0e5330f771664e9799214ca93804a79b,2021-11-14_00-08-10,1636859290,1657.396994,2656459,deeptime,172.17.28.76,1657.396994,0,27,eaae9e0c,2,False,False,60,0.098895,0.200000,21,0.003083,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_eaae9e0c
143,0.950000,60.233556,False,,,62,de67851ea8c24b3590ddcaa7583fc570,2021-11-14_01-56-08,1636865768,3592.700957,2694382,deeptime,172.17.28.76,3592.700957,0,62,37045c6e,3,False,False,60,0.098895,0.200000,21,0.003083,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_37045c6e
144,0.952000,61.160357,False,,,18,c5e9f31ba8e84856b4fc5b1a2ff20a63,2021-11-14_01-43-34,1636865014,1136.955615,2707972,deeptime,172.17.28.76,1136.955615,0,18,ca68708a,4,False,False,60,0.098895,0.200000,21,0.003083,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_ca68708a
145,0.920000,55.528749,False,,,3,93c1fb22863a45c0acff46e01e53a47a,2021-11-14_02-54-57,1636869297,173.233242,2752751,deeptime,172.17.28.76,173.233242,0,3,c0cf69a8,0,False,False,60,0.007612,0.200000,21,0.016702,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_c0cf69a8
146,0.906000,54.208412,False,,,2,d3824a38f2f1485eb4ba7f72f80aace7,2021-11-14_03-03-47,1636869827,116.999933,2758160,deeptime,172.17.28.76,116.999933,0,2,f863bd4a,1,False,False,60,0.007612,0.200000,21,0.016702,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_f863bd4a
147,0.910000,56.869804,False,,,3,aafe758de2e84537b47850d960cccf5d,2021-11-14_04-02-39,1636873359,176.157901,2790310,deeptime,172.17.28.76,176.157901,0,3,55ea6c60,2,False,False,60,0.007612,0.200000,21,0.016702,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_55ea6c60
148,0.894000,55.903821,False,,,2,30c756615707452cbe47cd1de7e3a7e8,2021-11-14_04-10-35,1636873835,120.118216,2795338,deeptime,172.17.28.76,120.118216,0,2,6bf758bc,3,False,False,60,0.007612,0.200000,21,0.016702,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_6bf758bc
149,0.926000,55.664186,False,,,5,ce2f260cbc6a4593b13dffd05b47439a,2021-11-14_05-12-38,1636877558,284.487034,2827394,deeptime,172.17.28.76,284.487034,0,5,a88ca39e,4,False,False,60,0.007612,0.200000,21,0.016702,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_a88ca39e
150,0.928000,54.647154,False,,,72,5d8313d5f71a4eaa9df37347040bf042,2021-11-14_06-22-33,1636881753,3989.393157,2831832,deeptime,172.17.28.76,3989.393157,0,72,f18b013c,0,False,False,60,7.912309,0.500000,21,0.008194,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_f18b013c
151,0.932000,56.222916,False,,,67,3fd8556bcc79424e9bdfbaa6eb77e8e6,2021-11-14_07-20-24,1636885224,3761.315570,2866201,deeptime,172.17.28.76,3761.315570,0,67,15dd9e72,1,False,False,60,7.912309,0.500000,21,0.008194,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_15dd9e72
152,0.928000,50.395936,False,,,38,399caec4b5934d4fa2814deb75b3fcbc,2021-11-14_07-57-28,1636887448,1934.681740,2905454,deeptime,172.17.28.76,1934.681740,0,38,b3275792,2,False,False,60,7.912309,0.500000,21,0.008194,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_b3275792
153,0.934000,55.319665,False,,,54,33d23fad8aa1485a97ef72b9c7d23eff,2021-11-14_09-17-14,1636892234,3059.389111,2941416,deeptime,172.17.28.76,3059.389111,0,54,209a9a2e,3,False,False,60,7.912309,0.500000,21,0.008194,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_209a9a2e
154,0.932000,51.742043,False,,,14,b7e37179a8ea4d88b8062fbb7d3601a9,2021-11-14_09-09-27,1636891767,729.138537,2958690,deeptime,172.17.28.76,729.138537,0,14,a751c0da,4,False,False,60,7.912309,0.500000,21,0.008194,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_a751c0da
155,0.922000,52.460793,False,,,27,aeab097d8d2d47f582a47c21e658c10d,2021-11-14_10-32-52,1636896772,1395.884053,2996309,deeptime,172.17.28.76,1395.884053,0,27,fd3cd332,0,False,False,60,0.132027,0.200000,21,0.013120,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_fd3cd332
156,0.926000,58.914931,False,,,34,15eb78e410e14260a04a615a4e79a9a3,2021-11-14_10-54-49,1636898089,1898.486502,3003564,deeptime,172.17.28.76,1898.486502,0,34,16c08d1c,1,False,False,60,0.132027,0.200000,21,0.013120,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_16c08d1c
157,0.916000,52.258614,False,,,12,0e64427c80c74f57b193b68c7cd0cc8f,2021-11-14_11-44-04,1636901044,622.750264,3040094,deeptime,172.17.28.76,622.750264,0,12,fb3f3a1e,2,False,False,60,0.132027,0.200000,21,0.013120,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_fb3f3a1e
158,0.918000,58.842581,False,,,16,ab65a2116b3846d5885a7c6b57132659,2021-11-14_12-15-31,1636902931,929.156830,3053992,deeptime,172.17.28.76,929.156830,0,16,d4e432b6,3,False,False,60,0.132027,0.200000,21,0.013120,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_d4e432b6
159,0.918000,52.418771,False,,,9,300db43daed04e2cb2b400121fb6bb9d,2021-11-14_12-52-15,1636905135,475.061289,3077250,deeptime,172.17.28.76,475.061289,0,9,84e5c078,4,False,False,60,0.132027,0.200000,21,0.013120,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_84e5c078
160,0.944000,69.165867,False,,,22,8b8b42c7aee14235bca364aedc523e96,2021-11-14_13-48-57,1636908537,1514.185833,3097695,deeptime,172.17.28.76,1514.185833,0,22,b590723a,0,False,False,45,0.005134,0.200000,21,0.004598,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_b590723a
161,0.952000,59.444889,False,,,35,f655e3dea51f4503aa6f6175e51b022c,2021-11-14_14-28-15,1636910895,2162.096781,3111892,deeptime,172.17.28.76,2162.096781,0,35,35f82814,1,False,False,45,0.005134,0.200000,21,0.004598,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_35f82814
162,0.952000,65.201173,False,,,52,de8d7648e3db4957a29e1a196a4ccbb3,2021-11-14_16-06-03,1636916763,3498.235566,3147933,deeptime,172.17.28.76,3498.235566,0,52,310cde36,2,False,False,45,0.005134,0.200000,21,0.004598,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_310cde36
163,0.946000,68.965064,False,,,30,9839b7921d604b07ae794086da3316ed,2021-11-14_16-22-37,1636917757,2042.575958,3167026,deeptime,172.17.28.76,2042.575958,0,30,be5bf920,3,False,False,45,0.005134,0.200000,21,0.004598,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_be5bf920
164,0.948000,75.214957,False,,,36,b4ce96f26eb942cbbd2d168f30732401,2021-11-14_18-09-16,1636924156,2611.821180,3212118,deeptime,172.17.28.76,2611.821180,0,36,72702a62,4,False,False,45,0.005134,0.200000,21,0.004598,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_72702a62
165,0.200000,96.622209,False,,,1,c09baadcb6214c85b438bf79447680eb,2021-11-14_17-44-37,1636922677,96.622209,3219410,deeptime,172.17.28.76,96.622209,0,1,013334bc,0,False,False,30,0.016368,0.500000,21,0.046536,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_013334bc
166,0.200000,93.106913,False,,,1,9c7dbe6ddba54b168dafcab9db05ebe6,2021-11-14_19-27-39,1636928859,93.106913,3267645,deeptime,172.17.28.76,93.106913,0,1,685eacdc,1,False,False,30,0.016368,0.500000,21,0.046536,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_685eacdc
167,0.200000,92.539245,False,,,1,316ab01b7fa24d9ebbd1692a30c4273d,2021-11-14_19-30-28,1636929028,92.539245,3268844,deeptime,172.17.28.76,92.539245,0,1,d4e4dc24,2,False,False,30,0.016368,0.500000,21,0.046536,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_d4e4dc24
168,0.200000,90.711726,False,,,1,f5f9e85ec5994014b2572fcab65aae66,2021-11-14_21-02-14,1636934534,90.711726,3316305,deeptime,172.17.28.76,90.711726,0,1,3a6d1aac,3,False,False,30,0.016368,0.500000,21,0.046536,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_3a6d1aac
169,0.200000,92.308988,False,,,1,dc7a0c3f0d404f1abd83821da9494573,2021-11-14_21-05-08,1636934708,92.308988,3318027,deeptime,172.17.28.76,92.308988,0,1,0db7ba5a,4,False,False,30,0.016368,0.500000,21,0.046536,AdamW,True,/home/rvidal/hyperparameter_tuning/CE/id_0db7ba5a
170,0.914000,54.811190,False,,,264,5f8e23429660492189824a376d5f7ae5,2021-11-15_02-47-43,1636955263,14919.395958,3372309,deeptime,172.17.28.76,14919.395958,0,264,746fe11e,0,False,False,60,3.428368,0.200000,21,0.000282,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_746fe11e
171,0.904000,54.070116,False,,,291,1fd38b3c3ff04634a917d08d95a04ac3,2021-11-15_03-34-13,1636958053,16967.134733,3380134,deeptime,172.17.28.76,16967.134733,0,291,ca23aef8,1,False,False,60,3.428368,0.200000,21,0.000282,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_ca23aef8
172,0.904000,53.956452,False,,,166,28ba3fd55c824523a0850acd00b56d77,2021-11-15_06-18-24,1636967904,8895.469432,3580876,deeptime,172.17.28.76,8895.469432,0,166,83456218,2,False,False,60,3.428368,0.200000,21,0.000282,SGD,True,/home/rvidal/hyperparameter_tuning/CE/id_83456218
